File Path,Target,Prediction,Logits,Loss
ml_takehome_dataset/test/Benign/6299.jpg,0,[0],[0.25353968],0.2924128770828247
ml_takehome_dataset/test/Benign/6300.jpg,0,[0],[0.3711601],0.4638785719871521
ml_takehome_dataset/test/Benign/6301.jpg,0,[0],[0.2987566],0.3549002408981323
ml_takehome_dataset/test/Benign/6302.jpg,0,[1],[0.66698194],1.0995585918426514
ml_takehome_dataset/test/Benign/6303.jpg,0,[0],[0.17200367],0.18874657154083252
ml_takehome_dataset/test/Benign/6304.jpg,0,[0],[0.42638937],0.5558044910430908
ml_takehome_dataset/test/Benign/6305.jpg,0,[0],[0.3652086],0.4544587731361389
ml_takehome_dataset/test/Benign/6306.jpg,0,[0],[0.3169122],0.3811318874359131
ml_takehome_dataset/test/Benign/6307.jpg,0,[0],[0.40482792],0.5189047455787659
ml_takehome_dataset/test/Benign/6308.jpg,0,[0],[0.44697854],0.5923584699630737
ml_takehome_dataset/test/Benign/6309.jpg,0,[0],[0.1222823],0.13043034076690674
ml_takehome_dataset/test/Benign/6310.jpg,0,[0],[0.34781525],0.42742735147476196
ml_takehome_dataset/test/Benign/6311.jpg,0,[0],[0.3684115],0.45951730012893677
ml_takehome_dataset/test/Benign/6312.jpg,0,[0],[0.21135888],0.2374439239501953
ml_takehome_dataset/test/Benign/6313.jpg,0,[0],[0.37411734],0.4685923457145691
ml_takehome_dataset/test/Benign/6314.jpg,0,[0],[0.23674135],0.2701582908630371
ml_takehome_dataset/test/Benign/6315.jpg,0,[0],[0.21809879],0.246026873588562
ml_takehome_dataset/test/Benign/6316.jpg,0,[0],[0.22715107],0.2576717138290405
ml_takehome_dataset/test/Benign/6317.jpg,0,[0],[0.26217932],0.30405449867248535
ml_takehome_dataset/test/Benign/6318.jpg,0,[0],[0.2952994],0.34998220205307007
ml_takehome_dataset/test/Benign/6319.jpg,0,[1],[0.51741093],0.7285898327827454
ml_takehome_dataset/test/Benign/6320.jpg,0,[0],[0.19917333],0.22211074829101562
ml_takehome_dataset/test/Benign/6321.jpg,0,[0],[0.2250751],0.2549891471862793
ml_takehome_dataset/test/Benign/6322.jpg,0,[0],[0.15430675],0.16759860515594482
ml_takehome_dataset/test/Benign/6323.jpg,0,[0],[0.38134918],0.48021426796913147
ml_takehome_dataset/test/Benign/6324.jpg,0,[0],[0.09517954],0.10001873970031738
ml_takehome_dataset/test/Benign/6325.jpg,0,[0],[0.21377966],0.2405182123184204
ml_takehome_dataset/test/Benign/6326.jpg,0,[0],[0.20268433],0.22650456428527832
ml_takehome_dataset/test/Benign/6327.jpg,0,[0],[0.4306594],0.5632764101028442
ml_takehome_dataset/test/Benign/6328.jpg,0,[0],[0.28724355],0.3386154770851135
ml_takehome_dataset/test/Benign/6329.jpg,0,[0],[0.22669443],0.2570810317993164
ml_takehome_dataset/test/Benign/6330.jpg,0,[1],[0.46201766],0.6199295520782471
ml_takehome_dataset/test/Benign/6331.jpg,0,[0],[0.21218061],0.2384864091873169
ml_takehome_dataset/test/Benign/6332.jpg,0,[0],[0.27689588],0.3242020010948181
