File Path,Target,Prediction,Logits,Loss
ml_takehome_dataset/test/Benign/6299.jpg,0,[0],[0.19720261],0.21965289115905762
ml_takehome_dataset/test/Benign/6300.jpg,0,[0],[0.01628536],0.016419410705566406
ml_takehome_dataset/test/Benign/6301.jpg,0,[0],[0.1804949],0.19905471801757812
ml_takehome_dataset/test/Benign/6302.jpg,0,[1],[0.66371566],1.0897982120513916
ml_takehome_dataset/test/Benign/6303.jpg,0,[0],[0.02611063],0.026457548141479492
ml_takehome_dataset/test/Benign/6304.jpg,0,[0],[0.00690482],0.006928920745849609
ml_takehome_dataset/test/Benign/6305.jpg,0,[0],[0.00051307],0.0005130767822265625
ml_takehome_dataset/test/Benign/6306.jpg,0,[0],[0.07765573],0.08083677291870117
ml_takehome_dataset/test/Benign/6307.jpg,0,[0],[0.29496735],0.34951120615005493
ml_takehome_dataset/test/Benign/6308.jpg,0,[0],[0.21398646],0.24078130722045898
ml_takehome_dataset/test/Benign/6309.jpg,0,[0],[0.0010053],0.0010056495666503906
ml_takehome_dataset/test/Benign/6310.jpg,0,[0],[0.17003582],0.1863727569580078
ml_takehome_dataset/test/Benign/6311.jpg,0,[0],[0.28780884],0.3394089341163635
ml_takehome_dataset/test/Benign/6312.jpg,0,[0],[0.06929101],0.0718085765838623
ml_takehome_dataset/test/Benign/6313.jpg,0,[0],[0.00102674],0.0010271072387695312
ml_takehome_dataset/test/Benign/6314.jpg,0,[0],[0.00136868],0.001369476318359375
ml_takehome_dataset/test/Benign/6315.jpg,0,[0],[0.00887492],0.008914470672607422
ml_takehome_dataset/test/Benign/6316.jpg,0,[0],[0.01099181],0.011052608489990234
ml_takehome_dataset/test/Benign/6317.jpg,0,[0],[0.03381367],0.034398555755615234
ml_takehome_dataset/test/Benign/6318.jpg,0,[0],[0.00049533],0.0004954338073730469
ml_takehome_dataset/test/Benign/6319.jpg,0,[0],[0.02233801],0.022591352462768555
ml_takehome_dataset/test/Benign/6320.jpg,0,[0],[0.00114811],0.0011487007141113281
ml_takehome_dataset/test/Benign/6321.jpg,0,[0],[0.00653859],0.006559848785400391
ml_takehome_dataset/test/Benign/6322.jpg,0,[1],[0.5889071],0.8889361619949341
ml_takehome_dataset/test/Benign/6323.jpg,0,[0],[0.01892424],0.01910567283630371
ml_takehome_dataset/test/Benign/6324.jpg,0,[0],[8.5590924e-05],8.58306884765625e-05
ml_takehome_dataset/test/Benign/6325.jpg,0,[0],[0.00019986],0.0002002716064453125
ml_takehome_dataset/test/Benign/6326.jpg,0,[0],[0.0004516],0.0004515647888183594
ml_takehome_dataset/test/Benign/6327.jpg,0,[0],[0.31999394],0.385653555393219
ml_takehome_dataset/test/Benign/6328.jpg,0,[0],[0.00072223],0.0007224082946777344
ml_takehome_dataset/test/Benign/6329.jpg,0,[1],[0.77855545],1.5075831413269043
ml_takehome_dataset/test/Benign/6330.jpg,0,[0],[0.36669874],0.4568091034889221
ml_takehome_dataset/test/Benign/6331.jpg,0,[0],[0.01632765],0.016462326049804688
ml_takehome_dataset/test/Benign/6332.jpg,0,[0],[0.00043264],0.0004329681396484375
ml_takehome_dataset/test/Benign/6333.jpg,0,[0],[0.0756378],0.07865118980407715
ml_takehome_dataset/test/Benign/6334.jpg,0,[0],[0.09871779],0.10393691062927246
ml_takehome_dataset/test/Benign/6335.jpg,0,[0],[0.01965739],0.01985311508178711
ml_takehome_dataset/test/Benign/6336.jpg,0,[0],[7.146745e-05],7.152557373046875e-05
ml_takehome_dataset/test/Benign/6337.jpg,0,[0],[0.18192963],0.20080697536468506
ml_takehome_dataset/test/Benign/6338.jpg,0,[1],[0.6570227],1.0700910091400146
ml_takehome_dataset/test/Benign/6339.jpg,0,[0],[0.11106494],0.11773109436035156
ml_takehome_dataset/test/Benign/6340.jpg,0,[0],[0.19804905],0.22070789337158203
ml_takehome_dataset/test/Benign/6341.jpg,0,[0],[0.00073391],0.0007343292236328125
ml_takehome_dataset/test/Benign/6342.jpg,0,[0],[0.00267599],0.0026793479919433594
ml_takehome_dataset/test/Benign/6343.jpg,0,[0],[0.12593663],0.13460242748260498
ml_takehome_dataset/test/Benign/6344.jpg,0,[0],[0.32862005],0.3984200358390808
ml_takehome_dataset/test/Benign/6345.jpg,0,[1],[0.6548174],1.063681721687317
ml_takehome_dataset/test/Benign/6346.jpg,0,[0],[0.00332126],0.003326892852783203
ml_takehome_dataset/test/Benign/6347.jpg,0,[0],[0.2275762],0.2582218647003174
ml_takehome_dataset/test/Benign/6348.jpg,0,[0],[0.06904002],0.07153892517089844
ml_takehome_dataset/test/Benign/6349.jpg,0,[0],[0.37051976],0.4628608226776123
ml_takehome_dataset/test/Benign/6350.jpg,0,[0],[0.01385726],0.01395416259765625
ml_takehome_dataset/test/Benign/6351.jpg,0,[0],[0.29424465],0.34848660230636597
ml_takehome_dataset/test/Benign/6352.jpg,0,[0],[0.13587798],0.14604127407073975
ml_takehome_dataset/test/Benign/6353.jpg,0,[0],[0.01873831],0.01891613006591797
ml_takehome_dataset/test/Benign/6354.jpg,0,[0],[0.00935436],0.009398460388183594
ml_takehome_dataset/test/Benign/6355.jpg,0,[0],[9.772622e-05],9.72747802734375e-05
ml_takehome_dataset/test/Benign/6356.jpg,0,[0],[0.1291024],0.1382308006286621
ml_takehome_dataset/test/Benign/6357.jpg,0,[0],[0.1706758],0.18714416027069092
ml_takehome_dataset/test/Benign/6358.jpg,0,[1],[0.45924935],0.6147969365119934
ml_takehome_dataset/test/Benign/6359.jpg,0,[1],[0.5603277],0.8217256665229797
ml_takehome_dataset/test/Benign/6360.jpg,0,[0],[0.07940664],0.08273696899414062
ml_takehome_dataset/test/Benign/6361.jpg,0,[0],[0.02273757],0.023000001907348633
ml_takehome_dataset/test/Benign/6362.jpg,0,[0],[0.00060852],0.0006089210510253906
ml_takehome_dataset/test/Benign/6363.jpg,0,[0],[0.00379715],0.0038042068481445312
ml_takehome_dataset/test/Benign/6364.jpg,0,[0],[0.00165524],0.0016565322875976562
ml_takehome_dataset/test/Benign/6365.jpg,0,[0],[3.672801e-05],3.719329833984375e-05
ml_takehome_dataset/test/Benign/6366.jpg,0,[0],[3.670105e-05],3.62396240234375e-05
ml_takehome_dataset/test/Benign/6367.jpg,0,[0],[0.3046097],0.36328190565109253
ml_takehome_dataset/test/Benign/6368.jpg,0,[0],[0.01675161],0.016893386840820312
ml_takehome_dataset/test/Benign/6369.jpg,0,[0],[0.00737072],0.007398128509521484
ml_takehome_dataset/test/Benign/6370.jpg,0,[0],[0.32828072],0.39791470766067505
ml_takehome_dataset/test/Benign/6371.jpg,0,[0],[0.21367432],0.24038422107696533
ml_takehome_dataset/test/Benign/6372.jpg,0,[0],[0.00476686],0.004778385162353516
ml_takehome_dataset/test/Benign/6373.jpg,0,[0],[0.11969767],0.12748980522155762
ml_takehome_dataset/test/Benign/6374.jpg,0,[0],[0.10787825],0.11415266990661621
ml_takehome_dataset/test/Benign/6375.jpg,0,[0],[0.26965454],0.31423765420913696
ml_takehome_dataset/test/Benign/6376.jpg,0,[0],[0.00578589],0.005802631378173828
ml_takehome_dataset/test/Benign/6377.jpg,0,[0],[8.1135906e-05],8.106231689453125e-05
ml_takehome_dataset/test/Benign/6378.jpg,0,[0],[0.00087578],0.0008759498596191406
ml_takehome_dataset/test/Benign/6379.jpg,0,[0],[3.882167e-05],3.910064697265625e-05
ml_takehome_dataset/test/Benign/6380.jpg,0,[0],[0.001717],0.0017185211181640625
ml_takehome_dataset/test/Benign/6381.jpg,0,[0],[0.13230065],0.14191007614135742
ml_takehome_dataset/test/Benign/6382.jpg,0,[0],[0.01919485],0.01938152313232422
ml_takehome_dataset/test/Benign/6383.jpg,0,[0],[0.02079586],0.021015167236328125
ml_takehome_dataset/test/Benign/6384.jpg,0,[0],[0.01605422],0.016184329986572266
ml_takehome_dataset/test/Benign/6385.jpg,0,[0],[0.00500061],0.005012989044189453
ml_takehome_dataset/test/Benign/6386.jpg,0,[0],[0.4472863],0.5929151773452759
ml_takehome_dataset/test/Benign/6387.jpg,0,[0],[0.0374162],0.038134098052978516
ml_takehome_dataset/test/Benign/6388.jpg,0,[0],[0.3727801],0.4664580225944519
ml_takehome_dataset/test/Benign/6389.jpg,0,[0],[0.1102216],0.11678290367126465
ml_takehome_dataset/test/Benign/6390.jpg,0,[0],[0.0446045],0.04562997817993164
ml_takehome_dataset/test/Benign/6391.jpg,0,[0],[0.15934466],0.17357349395751953
ml_takehome_dataset/test/Benign/6392.jpg,0,[0],[0.2839698],0.33403295278549194
ml_takehome_dataset/test/Benign/6393.jpg,0,[0],[0.3256818],0.3940531611442566
ml_takehome_dataset/test/Benign/6394.jpg,0,[0],[0.00026553],0.0002651214599609375
ml_takehome_dataset/test/Benign/6395.jpg,0,[0],[0.01716255],0.017311573028564453
ml_takehome_dataset/test/Benign/6396.jpg,0,[0],[0.00191755],0.0019192695617675781
ml_takehome_dataset/test/Benign/6397.jpg,0,[0],[0.13143921],0.14091765880584717
ml_takehome_dataset/test/Benign/6398.jpg,0,[0],[0.00119289],0.0011935234069824219
ml_takehome_dataset/test/Benign/6399.jpg,0,[0],[1.8405151e-05],1.811981201171875e-05
ml_takehome_dataset/test/Benign/6400.jpg,0,[1],[0.7877873],1.5501660108566284
ml_takehome_dataset/test/Benign/6401.jpg,0,[0],[0.01147003],0.011536121368408203
ml_takehome_dataset/test/Benign/6402.jpg,0,[0],[0.00019059],0.00019073486328125
ml_takehome_dataset/test/Benign/6403.jpg,0,[0],[0.0008418],0.0008420944213867188
ml_takehome_dataset/test/Benign/6404.jpg,0,[0],[0.08063673],0.08407402038574219
ml_takehome_dataset/test/Benign/6405.jpg,0,[0],[0.01935123],0.019541025161743164
ml_takehome_dataset/test/Benign/6406.jpg,0,[0],[0.03516241],0.03579545021057129
ml_takehome_dataset/test/Benign/6407.jpg,0,[0],[0.00388248],0.0038900375366210938
ml_takehome_dataset/test/Benign/6408.jpg,0,[0],[0.19645661],0.21872413158416748
ml_takehome_dataset/test/Benign/6409.jpg,0,[0],[0.00060477],0.0006051063537597656
ml_takehome_dataset/test/Benign/6410.jpg,0,[0],[0.04175102],0.042647600173950195
ml_takehome_dataset/test/Benign/6411.jpg,0,[0],[0.04923281],0.050486087799072266
ml_takehome_dataset/test/Benign/6412.jpg,0,[1],[0.6129914],0.9493082165718079
ml_takehome_dataset/test/Benign/6413.jpg,0,[0],[0.03004818],0.030508995056152344
ml_takehome_dataset/test/Benign/6414.jpg,0,[0],[0.00012365],0.0001239776611328125
ml_takehome_dataset/test/Benign/6415.jpg,0,[0],[0.00388554],0.0038928985595703125
ml_takehome_dataset/test/Benign/6416.jpg,0,[0],[0.00267672],0.0026803016662597656
ml_takehome_dataset/test/Benign/6417.jpg,0,[0],[0.26651347],0.30994606018066406
ml_takehome_dataset/test/Benign/6418.jpg,0,[0],[9.1001675e-05],9.059906005859375e-05
ml_takehome_dataset/test/Benign/6419.jpg,0,[0],[0.28376186],0.333742618560791
ml_takehome_dataset/test/Benign/6420.jpg,0,[0],[0.00247575],0.0024785995483398438
ml_takehome_dataset/test/Benign/6421.jpg,0,[0],[0.00040796],0.000408172607421875
ml_takehome_dataset/test/Benign/6422.jpg,0,[0],[0.00088835],0.000888824462890625
ml_takehome_dataset/test/Benign/6423.jpg,0,[1],[0.5353663],0.7665058374404907
ml_takehome_dataset/test/Benign/6424.jpg,0,[0],[0.12205467],0.13017094135284424
ml_takehome_dataset/test/Benign/6425.jpg,0,[0],[0.04111053],0.04197955131530762
ml_takehome_dataset/test/Benign/6426.jpg,0,[1],[0.4953523],0.6838947534561157
ml_takehome_dataset/test/Benign/6427.jpg,0,[0],[0.00162462],0.0016260147094726562
ml_takehome_dataset/test/Benign/6428.jpg,0,[0],[0.00206252],0.0020647048950195312
ml_takehome_dataset/test/Benign/6429.jpg,0,[0],[0.18888563],0.20934617519378662
ml_takehome_dataset/test/Benign/6430.jpg,0,[0],[0.11536332],0.12257814407348633
ml_takehome_dataset/test/Benign/6431.jpg,0,[0],[0.05935368],0.0611879825592041
ml_takehome_dataset/test/Benign/6432.jpg,0,[0],[0.00119466],0.0011954307556152344
ml_takehome_dataset/test/Benign/6433.jpg,0,[0],[0.01542009],0.015540122985839844
