File Path,Target,Prediction,Logits,Loss
ml_takehome_dataset/test/Benign/6299.jpg,0,[0],[0.30320367],0.36126214265823364
ml_takehome_dataset/test/Benign/6300.jpg,0,[0],[0.04107683],0.041944265365600586
ml_takehome_dataset/test/Benign/6301.jpg,0,[0],[0.10548531],0.11147403717041016
ml_takehome_dataset/test/Benign/6302.jpg,0,[1],[0.75093305],1.3900337219238281
ml_takehome_dataset/test/Benign/6303.jpg,0,[0],[0.02786296],0.028258562088012695
ml_takehome_dataset/test/Benign/6304.jpg,0,[0],[0.09180854],0.09630012512207031
ml_takehome_dataset/test/Benign/6305.jpg,0,[0],[0.04300096],0.04395294189453125
ml_takehome_dataset/test/Benign/6306.jpg,0,[0],[0.4453679],0.5894503593444824
ml_takehome_dataset/test/Benign/6307.jpg,0,[1],[0.8824792],2.1411399841308594
ml_takehome_dataset/test/Benign/6308.jpg,0,[0],[0.22485697],0.2547076940536499
ml_takehome_dataset/test/Benign/6309.jpg,0,[0],[0.00830905],0.008343696594238281
ml_takehome_dataset/test/Benign/6310.jpg,0,[0],[0.15869148],0.1727968454360962
ml_takehome_dataset/test/Benign/6311.jpg,0,[0],[0.4360482],0.5727865695953369
ml_takehome_dataset/test/Benign/6312.jpg,0,[0],[0.04187603],0.04277801513671875
ml_takehome_dataset/test/Benign/6313.jpg,0,[0],[0.04181855],0.04271817207336426
ml_takehome_dataset/test/Benign/6314.jpg,0,[0],[0.0004185],0.00041866302490234375
ml_takehome_dataset/test/Benign/6315.jpg,0,[0],[0.05944904],0.06128954887390137
ml_takehome_dataset/test/Benign/6316.jpg,0,[0],[0.01164319],0.011711597442626953
ml_takehome_dataset/test/Benign/6317.jpg,0,[0],[0.01530006],0.015418529510498047
ml_takehome_dataset/test/Benign/6318.jpg,0,[0],[0.02230785],0.02256035804748535
ml_takehome_dataset/test/Benign/6319.jpg,0,[0],[0.12799732],0.13696277141571045
ml_takehome_dataset/test/Benign/6320.jpg,0,[0],[0.00126873],0.0012693405151367188
ml_takehome_dataset/test/Benign/6321.jpg,0,[0],[0.00517729],0.005190849304199219
ml_takehome_dataset/test/Benign/6322.jpg,0,[0],[0.00129593],0.0012969970703125
ml_takehome_dataset/test/Benign/6323.jpg,0,[0],[0.04442141],0.045438289642333984
ml_takehome_dataset/test/Benign/6324.jpg,0,[0],[0.00012909],0.00012874603271484375
